id,first_name,second_name,web_name,team,element_type,now_cost,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,news,chance_of_playing_next_round,chance_of_playing_this_round
563,Luís Hemir,Silva Semedo,Luís Hemir,17,4,45,0,0,1047,2271,0.2,a,,,
564,Nazarii,Rusyn,Rusyn,17,4,45,0,0,1384,2718,0.2,a,,,
668,Granit,Xhaka,Xhaka,17,3,50,0,0,29421,25629,2.9,a,,,
670,Robin,Roefs,Roefs,17,1,45,0,0,58695,10479,1.0,a,,,
678,Arthur,Masuaku,Masuaku,17,2,40,0,0,8008,5578,0.8,a,,100.0,100.0
683,Omar,Alderete,Alderete,17,2,40,0,0,31331,10305,1.3,a,,,
694,Nordi,Mukiele,Mukiele,17,2,40,0,0,11308,1943,0.3,a,,,
565,Guglielmo,Vicario,Vicario,18,1,50,0,0,32462,44598,4.3,a,,,
566,Brandon,Austin,Austin,18,1,40,0,0,670,1694,0.3,a,,,
567,Antonín,Kinský,Kinsky,18,1,40,0,0,2995,11336,2.0,a,,,
568,Pedro,Porro Sauceda,Pedro Porro,18,2,55,0,0,109907,126671,21.9,a,,,
569,Cristian,Romero,Romero,18,2,50,0,0,29155,35138,3.6,a,,,
570,Kevin,Danso,Danso,18,2,45,0,0,782,4497,0.2,a,,,
571,Ben,Davies,Davies,18,2,45,0,0,336,1440,0.1,a,,,
572,Radu,Drăgușin,Dragusin,18,2,45,0,0,53,111,0.0,i,Knee injury - Unknown return date,0.0,0.0
573,Djed,Spence,Spence,18,2,45,0,0,16200,11956,1.3,a,,,
574,Destiny,Udogie,Udogie,18,2,45,0,0,316,28374,0.6,i,Knee injury - Unknown return date,0.0,0.0
575,Micky,van de Ven,Van de Ven,18,2,45,0,0,146761,110666,27.1,a,,,
576,Ashley,Phillips,Phillips,18,2,40,0,0,0,669,0.0,u,Has joined Stoke City on loan for the rest of the season.,0.0,0.0
577,Takai,Kōta,Takai,18,2,40,0,0,103,2138,0.1,d,Foot injury - 25% chance of playing,25.0,25.0
578,Luka,Vušković,Vuskovic,18,2,40,0,0,3113,11054,1.0,a,,,
579,Son,Heung-min,Son,18,3,85,0,0,0,16015,0.2,u,Has joined Los Angeles FC permanently.,0.0,0.0
580,Brennan,Johnson,Johnson,18,3,70,0,0,19070,33068,2.9,a,,,
581,James,Maddison,Maddison,18,3,70,0,0,127,11220,0.2,i,Anterior cruciate ligament - Unknown return date,0.0,0.0
582,Mohammed,Kudus,Kudus,18,3,65,0,0,339889,111287,27.7,a,,,
583,Dejan,Kulusevski,Kulusevski,18,3,65,0,0,90,447,0.0,i,Knee injury - Unknown return date,0.0,0.0
584,Mathys,Tel,Tel,18,3,64,-1,-1,552,3241,0.1,a,,,
585,Rodrigo,Bentancur,Bentancur,18,3,55,0,0,761,3442,0.2,a,,,
586,Lucas,Bergvall,Bergvall,18,3,55,0,0,953,2048,0.2,a,,,
587,Yves,Bissouma,Bissouma,18,3,54,-1,-1,594,3344,0.1,a,,,
588,Wilson,Odobert,Odobert,18,3,55,0,0,116,809,0.0,a,,,
589,Manor,Solomon,Solomon,18,3,55,0,0,28,515,0.0,d,Calf injury - 25% chance of playing,25.0,25.0
590,Bryan,Gil Salvatierra,Bryan,18,3,50,0,0,120,816,0.0,a,,,
591,Archie,Gray,Gray,18,3,50,0,0,949,1909,0.1,a,,,
592,Mikey,Moore,Moore,18,3,50,0,0,0,324,0.0,u,Has joined Rangers on loan for the rest of the season.,0.0,0.0
593,Pape Matar,Sarr,P.M.Sarr,18,3,50,0,0,37521,34111,2.8,a,,,
594,Yang,Min-hyeok,Min-hyeok,18,3,45,0,0,0,1077,0.0,u,Has joined Portsmouth on loan for the rest of the season.,0.0,0.0
595,Callum,Olusesi,Olusesi,18,3,45,0,0,985,2737,0.2,a,,,
596,Dominic,Solanke-Mitchell,Solanke,18,4,74,-1,-1,9430,111677,3.7,a,,100.0,100.0
597,Richarlison,de Andrade,Richarlison,18,4,66,1,1,308214,53329,6.2,a,,,
598,Will,Lankshear,Lankshear,18,4,45,0,0,0,1841,0.1,u,Has joined Oxford United on loan for the rest of the season.,0.0,0.0
599,Dane,Scarlett,Scarlett,18,4,45,0,0,5718,10923,0.8,a,,,
673,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,J.Palhinha,18,3,55,0,0,1163,8665,0.3,a,,,
600,Alphonse,Areola,Areola,19,1,45,0,0,5595,66468,4.0,a,,,
601,Wes,Foderingham,Foderingham,19,1,40,0,0,1749,3136,0.6,a,,,
602,Krisztián,Hegyi,Hegyi,19,1,40,0,0,409,1235,0.3,a,,,
603,El Hadji Malick,Diouf,Diouf,19,2,45,0,0,9363,72943,6.6,a,,,
604,Emerson,Palmieri dos Santos,Emerson,19,2,45,0,0,337,3728,0.2,a,,,
605,Maximilian,Kilman,Kilman,19,2,45,0,0,337,5618,0.3,a,,,
606,Konstantinos,Mavropanos,Mavropanos,19,2,45,0,0,99,824,0.1,a,,,
607,Nayef,Aguerd,N.Aguerd,19,2,45,0,0,453,1698,0.1,a,,,
608,Ollie,Scarles,Scarles,19,2,45,0,0,54,482,0.0,a,,,
609,Jean-Clair,Todibo,Todibo,19,2,45,0,0,477,2037,0.1,a,,,
610,Aaron,Wan-Bissaka,Wan-Bissaka,19,2,45,0,0,24328,247772,21.8,a,,,
611,Kaelan,Casey,Casey,19,2,40,0,0,0,3472,0.2,u,Has joined Swansea City on loan for the rest of the season.,0.0,0.0
612,Lucas,Tolentino Coelho de Lima,L.Paquetá,19,3,59,-1,-1,3278,27002,0.9,a,,,
613,Tomáš,Souček,Souček,19,3,59,-1,-1,586,20994,0.7,a,,,
614,James,Ward-Prowse,Ward-Prowse,19,3,60,0,0,1243,7861,0.3,a,,,
615,Crysencio,Summerville,Summerville,19,3,55,0,0,53,249,0.0,i,Hamstring injury - Unknown return date,0.0,0.0
616,Edson,Álvarez Velázquez,Álvarez,19,3,50,0,0,480,3218,0.2,a,,,
617,Maxwel,Cornet,Cornet,19,3,50,0,0,53,592,0.0,a,,,
618,Guido,Rodríguez,G.Rodriguez,19,3,50,0,0,204,655,0.1,a,,,
619,Luis Guilherme,Lira dos Santos,L.Guilherme,19,3,50,0,0,32,582,0.0,i,Shoulder injury - Unknown return date,0.0,
620,George,Earthy,Earthy,19,3,45,0,0,87,1904,0.1,i,Ankle injury - Unknown return date,0.0,0.0
621,Andy,Irving,Irving,19,3,45,0,0,2918,3239,0.3,a,,,
622,Lewis,Orford,Orford,19,3,45,0,0,526,1873,0.1,a,,,
623,Freddie,Potts,Potts,19,3,45,0,0,2256,8040,0.7,a,,,
624,Jarrod,Bowen,Bowen,19,4,79,-1,-1,17125,361312,13.1,a,,,
625,Niclas,Füllkrug,Füllkrug,19,4,60,0,0,10076,63190,3.1,a,,,
626,Callum,Marshall,Marshall,19,4,45,0,0,6387,10091,0.7,a,,,
659,Kyle,Walker-Peters,Walker-Peters,19,2,45,0,0,845,5406,0.4,a,,,
671,Callum,Wilson,Wilson,19,4,60,0,0,1822,8533,0.5,a,,,
679,Mads,Hermansen,Hermansen,19,1,45,0,0,2170,3118,0.3,a,,,
627,Sam,Johnstone,Johnstone,20,1,45,0,0,458,1063,0.1,a,,,
628,José,Malheiro de Sá,José Sá,20,1,45,0,0,5967,12542,1.9,a,,,
629,Daniel,Bentley,Bentley,20,1,40,0,0,1846,3102,0.8,a,,,
631,Emmanuel,Agbadou,Agbadou,20,2,45,0,0,2420,2264,0.4,a,,,
632,Matt,Doherty,Doherty,20,2,45,0,0,879,1790,0.2,a,,,
633,Hugo,Bueno López,H.Bueno,20,2,45,0,0,647,679,0.1,a,,,
634,Yerson,Mosquera Valdelamar,Mosquera,20,2,45,0,0,178,700,0.1,a,,,
635,Rodrigo,Martins Gomes,R.Gomes,20,2,45,0,0,551,668,0.1,a,,,
636,Santiago,Ignacio Bueno,S.Bueno,20,2,45,0,0,89,582,0.1,a,,,
637,Toti,Gomes,Toti,20,2,45,0,0,751,1617,0.2,a,,,
638,Ki-Jana,Hoever,Hoever,20,2,40,0,0,15439,14263,2.3,a,,,
639,Bastien,Meupiyou Menadjou,Meupiyou,20,2,40,0,0,0,209,0.0,u,On loan to FC Alverca,0.0,0.0
640,Pedro,Cardoso de Lima,Pedro Lima,20,2,40,0,0,4343,8195,1.1,a,,,
641,Alfie,Pond,Pond,20,2,40,0,0,5528,10913,1.5,a,,,
642,Hwang,Hee-chan,Hee Chan,20,3,60,0,0,818,2832,0.2,a,,,
643,André,Trindade da Costa Neto,André,20,3,55,0,0,1493,943,0.1,a,,,
644,Jean-Ricner,Bellegarde,Bellegarde,20,3,55,0,0,967,1089,0.1,a,,,
645,Fer,López González,Fer López,20,3,55,0,0,117,694,0.0,a,,,
646,João Victor,Gomes da Silva,Gomes,20,3,55,0,0,643,1308,0.1,a,,,
647,Gonçalo Manuel,Ganchinho Guedes,Guedes,20,3,55,0,0,0,412,0.0,u,Has joined Real Sociedad permanently.,0.0,0.0
648,Marshall,Munetsi,Munetsi,20,3,55,0,0,1589,767,0.1,a,,,
649,Boubacar,Traoré,B.Traore,20,3,50,0,0,0,73,0.0,u,Has joined FC Metz on loan for the rest of the season.,0.0,0.0
650,Tawanda,Chirewa,Chirewa,20,3,45,0,0,1212,3880,0.3,a,,,
651,Tom,Edozie,Edozie,20,3,45,0,0,1505,4580,0.4,a,,,
652,Enso,González Medina,Gonzalez,20,3,45,0,0,6198,17709,1.5,a,,,
653,Joe,Hodge,Hodge,20,3,45,0,0,0,1586,0.1,u,Signed by CD Tondela,0.0,0.0
654,Jørgen,Strand Larsen,Strand Larsen,20,4,65,0,0,38476,46489,4.6,a,,,
655,Fábio,Soares Silva,Fábio Silva,20,4,50,0,0,3475,8651,0.6,a,,,
656,Saša,Kalajdžić,Kalajdžić,20,4,50,0,0,436,1586,0.1,a,,,
657,Leon,Chiwome,Chiwome,20,4,45,0,0,950,944,0.0,i,Knee injury - Unknown return date,0.0,0.0
658,Nathan,Fraser,Fraser,20,4,45,0,0,24505,27723,2.5,a,,,
663,Jhon,Arias,J.Arias,20,3,55,0,0,1540,12144,0.6,a,,,
682,David,Møller Wolfe,Møller Wolfe,20,2,45,0,0,789,555,0.1,a,,,
695,Jackson,Tchatchoua,Tchatchoua,20,2,45,0,0,187,35,0.0,a,,,
