element,web_name,name,first_name,second_name,position,team,team_name,team_short,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,price_m,selected_by_percent,status,chance_of_playing_next_round,apps,assists_per90,goals_scored_per90,last_updated_utc,points_per90,saves_per90,xa,xg,xgc,xgi
622,Orford,Lewis Orford,Lewis,Orford,MID,,West Ham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
623,Potts,Freddie Potts,Freddie,Potts,MID,,West Ham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.7,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
624,Bowen,Jarrod Bowen,Jarrod,Bowen,FWD,,West Ham,,90,2,0,0,0,3,0,0,0,0,0,0,0,13,10.6,4.3,34.0,4.9,0.15,0.05,0.2,0.68,8.0,13.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.05,0.15,0.68,0.2
625,Füllkrug,Niclas Füllkrug,Niclas,Füllkrug,FWD,,West Ham,,90,2,0,0,0,3,0,0,0,0,0,0,0,-1,0.8,14.5,34.0,4.9,0.14,0.08,0.22,0.68,6.0,3.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.08,0.14,0.68,0.22
626,Marshall,Callum Marshall,Callum,Marshall,FWD,,West Ham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.7,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
627,Johnstone,Sam Johnstone,Sam,Johnstone,GK,,Wolves,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
628,José Sá,José Malheiro de Sá,José,Malheiro de Sá,GK,,Wolves,,90,0,0,0,0,4,0,0,0,0,0,0,0,-8,3.6,0.0,0.0,0.4,0.0,0.0,0.0,2.47,4.5,2.0,a,,1,0.0,0.0,2025-08-22T01:26:46Z,0.0,0.0,0.0,0.0,2.47,0.0
629,Bentley,Daniel Bentley,Daniel,Bentley,GK,,Wolves,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
630,King,Tom King,Tom,King,GK,,Everton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
631,Agbadou,Emmanuel Agbadou,Emmanuel,Agbadou,DEF,,Wolves,,90,0,0,0,0,4,0,0,0,0,0,0,0,-7,11.8,0.3,1.0,1.3,0.02,0.01,0.03,2.47,4.5,0.4,a,,1,0.0,0.0,2025-08-22T01:26:46Z,0.0,0.0,0.01,0.02,2.47,0.03
632,Doherty,Matt Doherty,Matt,Doherty,DEF,,Wolves,,90,-1,0,0,0,4,0,0,0,1,0,0,0,-1,9.8,5.9,0.0,1.6,0.0,0.01,0.01,2.47,4.5,0.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,-1.0,0.0,0.01,0.0,2.47,0.01
633,H.Bueno,Hugo Bueno López,Hugo,Bueno López,DEF,,Wolves,,18,1,0,0,0,1,0,0,0,0,0,0,0,0,4.4,11.1,6.0,2.2,0.0,0.01,0.01,0.24,4.5,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,5.0,0.0,0.01,0.0,0.24,0.01
634,Mosquera,Yerson Mosquera Valdelamar,Yerson,Mosquera Valdelamar,DEF,,Wolves,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
635,R.Gomes,Rodrigo Martins Gomes,Rodrigo,Martins Gomes,DEF,,Wolves,,17,1,0,0,0,1,0,0,0,0,0,0,0,-1,2.2,1.0,4.0,0.7,0.0,0.0,0.0,0.24,4.5,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,5.29,0.0,0.0,0.0,0.24,0.0
636,S.Bueno,Santiago Ignacio Bueno,Santiago,Ignacio Bueno,DEF,,Wolves,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
637,Toti,Toti Gomes,Toti,Gomes,DEF,,Wolves,,90,0,0,0,0,4,0,0,0,0,0,0,0,0,14.6,10.8,0.0,2.5,0.0,0.0,0.0,2.47,4.5,0.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,0.0,0.0,0.0,0.0,2.47,0.0
638,Hoever,Ki-Jana Hoever,Ki-Jana,Hoever,DEF,,Wolves,,72,1,0,0,0,3,0,0,0,0,0,0,0,0,17.6,19.8,0.0,3.7,0.0,0.14,0.14,2.22,4.0,2.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.25,0.0,0.14,0.0,2.22,0.14
639,Meupiyou,Bastien Meupiyou Menadjou,Bastien,Meupiyou Menadjou,DEF,,Wolves,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
640,Pedro Lima,Pedro Cardoso de Lima,Pedro,Cardoso de Lima,DEF,,Wolves,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
641,Pond,Alfie Pond,Alfie,Pond,DEF,,Wolves,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
642,Hee Chan,Hwang Hee-chan,Hwang,Hee-chan,MID,,Wolves,,8,1,0,0,0,0,0,0,0,0,0,0,0,3,3.0,10.3,0.0,1.3,0.0,0.02,0.02,0.19,6.0,0.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,11.25,0.0,0.02,0.0,0.19,0.02
643,André,André Trindade da Costa Neto,André,Trindade da Costa Neto,MID,,Wolves,,71,4,0,0,0,3,0,0,0,0,0,0,0,16,15.6,1.7,0.0,1.7,0.0,0.01,0.01,2.22,5.5,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,5.07,0.0,0.01,0.0,2.22,0.01
644,Bellegarde,Jean-Ricner Bellegarde,Jean-Ricner,Bellegarde,MID,,Wolves,,72,2,0,0,0,3,0,0,0,0,0,0,0,5,4.6,17.7,5.0,2.7,0.02,0.03,0.05,2.22,5.5,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.5,0.0,0.03,0.02,2.22,0.05
645,Fer López,Fer López González,Fer,López González,MID,,Wolves,,18,1,0,0,0,1,0,0,0,0,0,0,0,5,3.4,0.6,19.0,2.3,0.08,0.02,0.1,0.24,5.5,0.0,a,,1,0.0,0.0,2025-08-22T01:26:46Z,5.0,0.0,0.02,0.08,0.24,0.1
646,Gomes,João Victor Gomes da Silva,João Victor,Gomes da Silva,MID,,Wolves,,90,2,0,0,0,4,0,0,0,0,0,0,0,20,19.4,14.8,4.0,3.8,0.0,0.04,0.04,2.47,5.5,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.04,0.0,2.47,0.04
647,Guedes,Gonçalo Manuel Ganchinho Guedes,Gonçalo Manuel,Ganchinho Guedes,MID,,Wolves,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
648,Munetsi,Marshall Munetsi,Marshall,Munetsi,MID,,Wolves,,90,2,0,0,0,4,0,0,0,0,0,0,0,10,8.4,6.5,7.0,2.2,0.05,0.02,0.07,2.47,5.5,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.02,0.05,2.47,0.07
649,B.Traore,Boubacar Traoré,Boubacar,Traoré,MID,,Wolves,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
650,Chirewa,Tawanda Chirewa,Tawanda,Chirewa,MID,,Wolves,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.3,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
651,Edozie,Tom Edozie,Tom,Edozie,MID,,Wolves,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.4,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
652,Gonzalez,Enso González Medina,Enso,González Medina,MID,,Wolves,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.5,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
653,Hodge,Joe Hodge,Joe,Hodge,MID,,Wolves,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
654,Strand Larsen,Jørgen Strand Larsen,Jørgen,Strand Larsen,FWD,,Wolves,,81,2,0,0,0,4,0,0,0,0,0,0,0,8,11.0,2.3,45.0,5.8,0.38,0.01,0.39,2.28,6.5,4.6,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.22,0.0,0.01,0.38,2.28,0.39
655,Fábio Silva,Fábio Soares Silva,Fábio,Soares Silva,FWD,,Wolves,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.6,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
656,Kalajdžić,Saša Kalajdžić,Saša,Kalajdžić,FWD,,Wolves,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
657,Chiwome,Leon Chiwome,Leon,Chiwome,FWD,,Wolves,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
658,Fraser,Nathan Fraser,Nathan,Fraser,FWD,,Wolves,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.5,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
659,Walker-Peters,Kyle Walker-Peters,Kyle,Walker-Peters,DEF,,West Ham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.4,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
660,Stach,Anton Stach,Anton,Stach,MID,,Leeds,,90,8,0,1,1,0,0,0,0,0,0,0,0,24,28.2,63.9,22.0,11.4,0.27,0.29,0.56,0.55,5.0,0.4,a,,1,1.0,0.0,2025-08-22T01:26:46Z,8.0,0.0,0.29,0.27,0.55,0.56
661,Ekitiké,Hugo Ekitiké,Hugo,Ekitiké,FWD,,Liverpool,,71,11,1,1,0,1,0,0,0,0,0,0,2,37,52.8,24.4,37.0,11.4,1.14,0.02,1.16,1.49,8.6,21.5,a,,1,1.268,1.268,2025-08-22T01:26:46Z,13.94,0.0,0.02,1.14,1.49,1.16
662,Mosquera,Cristhian Mosquera,Cristhian,Mosquera,DEF,,Arsenal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
663,J.Arias,Jhon Arias,Jhon,Arias,MID,,Wolves,,17,1,0,0,0,1,0,0,0,0,0,0,0,2,2.2,12.0,2.0,1.6,0.0,0.02,0.02,0.24,5.5,0.6,a,,1,0.0,0.0,2025-08-22T01:26:46Z,5.29,0.0,0.02,0.0,0.24,0.02
664,Lecomte,Benjamin Lecomte,Benjamin,Lecomte,GK,,Fulham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
665,Perri,Lucas Estella Perri,Lucas Estella,Perri,GK,,Leeds,,90,6,0,0,1,0,0,0,0,0,0,1,0,24,11.2,0.0,0.0,1.1,0.0,0.0,0.0,0.55,4.5,0.4,a,,1,0.0,0.0,2025-08-22T01:26:46Z,6.0,1.0,0.0,0.0,0.55,0.0
666,Gyökeres,Viktor Gyökeres,Viktor,Gyökeres,FWD,,Arsenal,,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,5.5,6.0,1.2,0.0,0.06,0.06,0.7,9.0,24.8,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.53,0.0,0.06,0.0,0.7,0.06
667,Aznou,Adam Aznou,Adam,Aznou,DEF,,Everton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
668,Xhaka,Granit Xhaka,Granit,Xhaka,MID,,Sunderland,,90,3,0,0,1,0,0,0,0,0,0,0,0,10,15.4,31.8,0.0,4.7,0.0,0.04,0.04,0.56,5.0,2.9,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.0,0.0,0.04,0.0,0.56,0.04
669,Ndoye,Dan Ndoye,Dan,Ndoye,MID,,Nott'm Forest,,78,9,1,0,0,1,0,0,0,0,0,0,2,29,32.2,0.8,27.0,6.0,0.1,0.01,0.11,1.5,6.0,0.8,a,,1,0.0,1.154,2025-08-22T01:26:46Z,10.38,0.0,0.01,0.1,1.5,0.11
670,Roefs,Robin Roefs,Robin,Roefs,GK,,Sunderland,,90,8,0,0,1,0,0,0,0,0,0,4,1,31,30.0,0.0,0.0,3.0,0.0,0.0,0.0,0.56,4.5,1.0,a,,1,0.0,0.0,2025-08-22T01:26:46Z,8.0,4.0,0.0,0.0,0.56,0.0
671,Wilson,Callum Wilson,Callum,Wilson,FWD,,West Ham,,19,1,0,0,0,2,0,0,0,0,0,0,0,2,0.0,0.0,8.0,0.5,0.02,0.0,0.02,0.08,6.0,0.5,a,,1,0.0,0.0,2025-08-22T01:26:46Z,4.74,0.0,0.0,0.02,0.08,0.02
672,Hato,Jorrel Hato,Jorrel,Hato,DEF,,Chelsea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.3,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
673,J.Palhinha,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,MID,,Spurs,,10,1,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.6,0.0,0.1,0.0,0.0,0.0,0.0,5.5,0.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,9.0,0.0,0.0,0.0,0.0,0.0
674,Ramsdale,Aaron Ramsdale,Aaron,Ramsdale,GK,,Newcastle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.8,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
675,Gunn,Angus Gunn,Angus,Gunn,GK,,Nott'm Forest,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.9,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
676,Ugochukwu,Lesley Ugochukwu,Lesley,Ugochukwu,MID,,Burnley,,27,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.3,3.0,0.1,0.05,0.0,0.05,0.91,5.0,0.0,a,100.0,1,0.0,0.0,2025-08-22T01:26:46Z,3.33,0.0,0.0,0.05,0.91,0.05
677,Guessand,Evann Guessand,Evann,Guessand,MID,,Aston Villa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
678,Masuaku,Arthur Masuaku,Arthur,Masuaku,DEF,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8,a,100.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
679,Hermansen,Mads Hermansen,Mads,Hermansen,GK,,West Ham,,90,1,0,0,0,3,0,0,0,0,0,2,0,3,21.0,0.0,0.0,2.1,0.0,0.01,0.01,0.68,4.5,0.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.0,2.0,0.01,0.0,0.68,0.01
680,Broja,Armando Broja,Armando,Broja,FWD,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.2,a,100.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
681,Šeško,Benjamin Sesko,Benjamin,Sesko,FWD,,Man Utd,,25,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,20.5,12.0,3.2,0.11,0.06,0.17,0.21,7.5,8.9,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.6,0.0,0.06,0.11,0.21,0.17
682,Møller Wolfe,David Møller Wolfe,David,Møller Wolfe,DEF,,Wolves,,71,1,0,0,0,3,0,0,0,0,0,0,0,-4,7.2,0.8,2.0,1.0,0.0,0.0,0.0,2.22,4.5,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.27,0.0,0.0,0.0,2.22,0.0
683,Alderete,Omar Alderete,Omar,Alderete,DEF,,Sunderland,,37,4,0,1,0,0,0,0,0,0,0,0,0,16,30.0,14.4,0.0,4.4,0.0,0.12,0.12,0.23,4.0,1.3,a,,1,2.432,0.0,2025-08-22T01:26:46Z,9.73,0.0,0.12,0.0,0.23,0.12
684,Thiaw,Malick Thiaw,Malick,Thiaw,DEF,,Newcastle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
685,Diakité,Bafodé Diakité,Bafodé,Diakité,DEF,,Bournemouth,,90,0,0,0,0,4,0,0,0,0,0,0,0,2,14.8,0.2,0.0,1.5,0.0,0.0,0.0,2.21,4.5,0.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,0.0,0.0,0.0,0.0,2.21,0.0
686,Ngumoha,Rio Ngumoha,Rio,Ngumoha,MID,,Liverpool,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
687,Rees-Dottin,Remy Rees-Dottin,Remy,Rees-Dottin,MID,,Bournemouth,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
688,Wright,James Wright,James,Wright,GK,,Aston Villa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
689,Seung soo,Seung-Soo Park,Seung-Soo,Park,MID,,Newcastle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
690,Cardines,Rio Cardines,Rio,Cardines,MID,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
