element,web_name_x,team_name,position,gw,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,in_dreamteam,team,element_type,fixture,opponent_team_x,kickoff_time_x,web_name_y,name,opponent_team_y,kickoff_time_y,kickoff_time
169,Gomez,Brighton,MID,1,21,0,0,0,0,1,0,0,0,1,0,0,0,7,7.6,11.3,7.0,2.6,1,2,2,5,0,0.03,0.03,0.06,0.24,False,6,3,3,10,2025-08-16T14:00:00Z,Gomez,Diego Gómez Amarilla,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
170,Milner,Brighton,MID,1,2,1,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.24,False,6,3,3,10,2025-08-16T14:00:00Z,Milner,James Milner,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
171,Sarmiento,Brighton,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,3,3,10,2025-08-16T14:00:00Z,Sarmiento,Jeremy Sarmiento Morante,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
172,Watson,Brighton,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,3,3,10,2025-08-16T14:00:00Z,Watson,Tom Watson,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
173,Wieffer,Brighton,MID,1,90,4,0,0,0,1,0,0,0,0,0,0,0,17,24.8,2.8,21.0,4.9,8,5,5,18,1,0.02,0.02,0.04,0.76,False,6,3,3,10,2025-08-16T14:00:00Z,Wieffer,Mats Wieffer,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
174,Yalcouye,Brighton,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,3,3,10,2025-08-16T14:00:00Z,Yalcouye,Malick Yalcouyé,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
175,Knight,Brighton,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,3,3,10,2025-08-16T14:00:00Z,Knight,Joe Knight,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
176,Mazilu,Brighton,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,3,3,10,2025-08-16T14:00:00Z,Mazilu,Adrian Mazilu,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
177,Moran,Brighton,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,3,3,10,2025-08-16T14:00:00Z,Moran,Andrew Moran,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
178,Welbeck,Brighton,FWD,1,21,1,0,0,0,1,0,0,0,0,0,0,0,3,2.2,0.6,2.0,0.5,0,0,1,1,0,0.0,0.0,0.0,0.24,False,6,4,3,10,2025-08-16T14:00:00Z,Welbeck,Danny Welbeck,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
179,Ferguson,Brighton,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,4,3,10,2025-08-16T14:00:00Z,Ferguson,Evan Ferguson,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
180,Tzimas,Brighton,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,4,3,10,2025-08-16T14:00:00Z,Tzimas,Stefanos Tzimas,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
181,Kostoulas,Brighton,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,4,3,10,2025-08-16T14:00:00Z,Kostoulas,Charalampos Kostoulas,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
182,Trafford,Man City,GK,1,90,7,0,0,1,0,0,0,0,0,0,3,0,31,28.8,0.0,0.0,2.9,2,10,0,0,1,0.0,0.0,0.0,0.56,False,13,1,7,20,2025-08-16T16:30:00Z,Trafford,James Trafford,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
183,Weiss,Burnley,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,1,6,18,2025-08-16T14:00:00Z,Weiss,Max Weiß,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
184,Green,Burnley,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,1,6,18,2025-08-16T14:00:00Z,Green,Etienne Green,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
185,Hladký,Burnley,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,1,6,18,2025-08-16T14:00:00Z,Hladký,Václav Hladký,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
186,Roberts,Burnley,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,2,6,18,2025-08-16T14:00:00Z,Roberts,Connor Roberts,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
187,Walker,Burnley,DEF,1,90,1,0,0,0,3,0,0,0,0,0,0,0,-3,8.2,0.9,1.0,1.0,5,4,0,5,1,0.01,0.02,0.03,2.32,False,3,2,6,18,2025-08-16T14:00:00Z,Walker,Kyle Walker,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
188,Delcroix,Burnley,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,2,6,18,2025-08-16T14:00:00Z,Delcroix,Hannes Delcroix,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
189,Dodgson,Burnley,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,2,6,18,2025-08-16T14:00:00Z,Dodgson,Owen Dodgson,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
190,Ekdal,Burnley,DEF,1,90,1,0,0,0,3,0,0,0,0,0,0,0,-5,9.8,0.5,8.0,1.8,5,1,0,5,1,0.0,0.0,0.0,2.32,False,3,2,6,18,2025-08-16T14:00:00Z,Ekdal,Hjalmar Ekdal,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
191,Estève,Burnley,DEF,1,90,1,0,0,0,3,0,0,0,0,0,0,0,0,19.4,0.5,17.0,3.7,8,2,0,8,1,0.05,0.0,0.05,2.32,False,3,2,6,18,2025-08-16T14:00:00Z,Estève,Maxime Estève,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
192,Hartman,Burnley,DEF,1,90,1,0,0,0,3,0,0,0,0,0,0,0,-2,13.4,11.7,2.0,2.7,5,2,1,6,1,0.0,0.04,0.04,2.32,False,3,2,6,18,2025-08-16T14:00:00Z,Hartman,Quilindschy Hartman,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
193,Humphreys,Burnley,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,2,6,18,2025-08-16T14:00:00Z,Humphreys,Bashir Humphreys,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
194,Jordan,Burnley,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,2,6,18,2025-08-16T14:00:00Z,Jordan,Jordan Beyer,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
195,Lucas Pires,Burnley,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,2,6,18,2025-08-16T14:00:00Z,Lucas Pires,Lucas Pires Silva,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
196,Sambo,Burnley,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,2,6,18,2025-08-16T14:00:00Z,Sambo,Shurandy Sambo,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
197,Sonne,Burnley,DEF,1,73,1,0,0,0,3,0,0,0,0,0,0,0,-4,4.6,15.9,6.0,2.7,0,1,0,0,1,0.03,0.08,0.11,2.09,False,3,2,6,18,2025-08-16T14:00:00Z,Sonne,Oliver Sonne,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
198,Tuanzebe,Burnley,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,2,6,18,2025-08-16T14:00:00Z,Tuanzebe,Axel Tuanzebe,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
199,Worrall,Burnley,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,2,6,18,2025-08-16T14:00:00Z,Worrall,Joe Worrall,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
200,Anthony,Burnley,MID,1,84,2,0,0,0,3,0,0,0,0,0,0,0,9,7.0,26.2,32.0,6.5,0,4,0,4,1,0.44,0.36,0.8,2.32,False,3,3,6,18,2025-08-16T14:00:00Z,Anthony,Jaidon Anthony,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
201,Benson,Burnley,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,3,6,18,2025-08-16T14:00:00Z,Benson,Manuel Benson Hedilazio,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
202,Bruun Larsen,Burnley,MID,1,27,1,0,0,0,1,0,0,0,0,0,0,0,2,3.6,0.7,8.0,1.2,1,1,0,2,0,0.0,0.01,0.01,0.91,False,3,3,6,18,2025-08-16T14:00:00Z,Bruun Larsen,Jacob Bruun Larsen,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
203,Boateng,Burnley,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,3,6,18,2025-08-16T14:00:00Z,Boateng,Enock Agyei,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
204,Churlinov,Burnley,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,3,6,18,2025-08-16T14:00:00Z,Churlinov,Darko Churlinov,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
205,Cullen,Burnley,MID,1,90,4,0,0,0,3,0,0,0,0,0,0,0,21,23.8,59.4,0.0,8.3,5,4,3,12,1,0.0,0.28,0.28,2.32,False,3,3,6,18,2025-08-16T14:00:00Z,Cullen,Josh Cullen,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
206,Edwards,Burnley,MID,1,5,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,3,6,18,2025-08-16T14:00:00Z,Edwards,Marcus Edwards,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
207,Hannibal,Burnley,MID,1,62,2,0,0,0,2,0,0,0,0,0,0,0,8,0.0,1.7,5.0,0.6,0,1,0,1,1,0.03,0.01,0.04,1.41,False,3,3,6,18,2025-08-16T14:00:00Z,Hannibal,Hannibal Mejbri,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
208,Koleosho,Burnley,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,3,6,18,2025-08-16T14:00:00Z,Koleosho,Luca Koleosho,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
209,Laurent,Burnley,MID,1,62,2,0,0,0,2,0,0,0,0,0,0,0,11,10.6,11.2,20.0,4.2,2,3,1,6,1,0.11,0.13,0.24,1.41,False,3,3,6,18,2025-08-16T14:00:00Z,Laurent,Josh Laurent,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
210,Tchaouna,Burnley,MID,1,16,1,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0.8,0.0,0.4,0,1,1,2,0,0.0,0.01,0.01,0.23,False,3,3,6,18,2025-08-16T14:00:00Z,Tchaouna,Loum Tchaouna,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
211,A.Ramsey,Burnley,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,3,6,18,2025-08-16T14:00:00Z,A.Ramsey,Aaron Ramsey,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
212,Adewumi,Burnley,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,3,6,18,2025-08-16T14:00:00Z,Adewumi,Oluwaseun Adewumi,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
213,Banel,Burnley,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,3,6,18,2025-08-16T14:00:00Z,Banel,Jaydon Banel,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
214,Trésor,Burnley,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,3,6,18,2025-08-16T14:00:00Z,Trésor,Mike Trésor Ndayishimiye,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
215,Flemming,Burnley,FWD,1,16,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.23,False,3,4,6,18,2025-08-16T14:00:00Z,Flemming,Zian Flemming,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
216,Amdouni,Burnley,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,4,6,18,2025-08-16T14:00:00Z,Amdouni,Zeki Amdouni,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
217,Foster,Burnley,FWD,1,73,2,0,0,0,3,0,0,0,0,0,0,0,6,4.8,22.7,10.0,3.8,2,1,0,3,1,0.22,0.04,0.26,2.09,False,3,4,6,18,2025-08-16T14:00:00Z,Foster,Lyle Foster,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
218,Barnes,Burnley,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,4,6,18,2025-08-16T14:00:00Z,Barnes,Ashley Barnes,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
219,Obafemi,Burnley,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,3,4,6,18,2025-08-16T14:00:00Z,Obafemi,Michael Obafemi,18,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
220,Sánchez,Chelsea,GK,1,90,8,0,0,1,0,0,0,0,0,0,4,1,31,24.4,0.0,0.0,2.4,1,8,0,0,1,0.0,0.0,0.0,0.66,False,7,1,8,8,2025-08-17T13:00:00Z,Sánchez,Robert Lynch Sánchez,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
221,Jörgensen,Chelsea,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,7,1,8,8,2025-08-17T13:00:00Z,Jörgensen,Filip Jörgensen,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
222,Penders,Chelsea,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,7,1,8,8,2025-08-17T13:00:00Z,Penders,Mike Penders,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
223,Slonina,Chelsea,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,7,1,8,8,2025-08-17T13:00:00Z,Slonina,Gabriel Słonina,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
224,Cucurella,Chelsea,DEF,1,90,8,0,0,1,0,0,0,0,0,0,0,2,34,11.6,15.8,13.0,4.0,2,4,2,4,1,0.11,0.1,0.21,0.66,False,7,2,8,8,2025-08-17T13:00:00Z,Cucurella,Marc Cucurella Saseta,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
225,James,Chelsea,DEF,1,78,5,0,0,1,0,0,0,0,1,0,0,0,29,17.0,46.6,0.0,6.4,6,6,1,7,1,0.0,0.19,0.19,0.61,False,7,2,8,8,2025-08-17T13:00:00Z,James,Reece James,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
226,Chalobah,Chelsea,DEF,1,90,6,0,0,1,0,0,0,0,0,0,0,0,25,21.4,4.9,4.0,3.0,9,3,0,9,1,0.09,0.03,0.12,0.66,False,7,2,8,8,2025-08-17T13:00:00Z,Chalobah,Trevoh Chalobah,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
227,Colwill,Chelsea,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,7,2,8,8,2025-08-17T13:00:00Z,Colwill,Levi Samuels Colwill,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
228,Gusto,Chelsea,DEF,1,11,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.3,1.0,0.2,0,0,0,0,0,0.02,0.0,0.02,0.05,False,7,2,8,8,2025-08-17T13:00:00Z,Gusto,Malo Gusto,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
229,B.Badiashile,Chelsea,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,7,2,8,8,2025-08-17T13:00:00Z,B.Badiashile,Benoît Badiashile Mukinayi,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
230,Fofana,Chelsea,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,7,2,8,8,2025-08-17T13:00:00Z,Fofana,Wesley Fofana,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
231,M.Sarr,Chelsea,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,7,2,8,8,2025-08-17T13:00:00Z,M.Sarr,Mamadou Sarr,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
232,Tosin,Chelsea,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,7,2,8,8,2025-08-17T13:00:00Z,Tosin,Tosin Adarabioyo,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
233,Acheampong,Chelsea,DEF,1,90,9,0,0,1,0,0,0,0,0,0,0,3,35,16.2,2.3,10.0,2.9,6,4,2,8,1,0.09,0.01,0.1,0.66,False,7,2,8,8,2025-08-17T13:00:00Z,Acheampong,Josh Acheampong,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
234,Anselmino,Chelsea,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,7,2,8,8,2025-08-17T13:00:00Z,Anselmino,Aarón Anselmino,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
235,Palmer,Chelsea,MID,1,90,3,0,0,1,0,0,0,0,0,0,0,0,10,4.8,16.9,23.0,4.5,0,4,1,5,1,0.17,0.03,0.2,0.66,False,7,3,8,8,2025-08-17T13:00:00Z,Palmer,Cole Palmer,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
236,Neto,Chelsea,MID,1,90,3,0,0,1,0,0,0,0,0,0,0,0,18,13.8,37.7,10.0,6.2,1,4,1,6,1,0.03,0.36,0.39,0.66,False,7,3,8,8,2025-08-17T13:00:00Z,Neto,Pedro Lomba Neto,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
237,Enzo,Chelsea,MID,1,78,3,0,0,1,0,0,0,0,0,0,0,0,11,3.6,16.5,2.0,2.2,0,0,0,0,1,0.0,0.1,0.1,0.61,False,7,3,8,8,2025-08-17T13:00:00Z,Enzo,Enzo Fernández,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
238,Estêvão,Chelsea,MID,1,36,0,0,0,0,0,0,0,0,1,0,0,0,-3,1.2,4.9,8.0,1.4,1,2,0,3,0,0.34,0.37,0.71,0.07,False,7,3,8,8,2025-08-17T13:00:00Z,Estêvão,Estêvão Almeida de Oliveira Gonçalves,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
239,Gittens,Chelsea,MID,1,53,1,0,0,0,0,0,0,0,0,0,0,0,2,7.2,22.8,8.0,3.8,1,1,1,3,1,0.07,0.07,0.14,0.59,False,7,3,8,8,2025-08-17T13:00:00Z,Gittens,Jamie Bynoe-Gittens,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
240,Nkunku,Chelsea,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,7,3,8,8,2025-08-17T13:00:00Z,Nkunku,Christopher Nkunku,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
241,Caicedo,Chelsea,MID,1,90,5,0,0,1,0,0,0,0,0,0,0,0,18,31.2,3.9,2.0,3.7,6,1,5,12,1,0.04,0.04,0.08,0.66,False,7,3,8,8,2025-08-17T13:00:00Z,Caicedo,Moisés Caicedo Corozo,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
242,Dewsbury-Hall,Everton,MID,1,90,2,0,0,0,1,0,0,0,0,0,0,0,15,12.6,27.4,2.0,4.2,2,2,2,6,1,0.0,0.24,0.24,2.07,False,9,3,10,11,2025-08-18T19:00:00Z,Dewsbury-Hall,Kiernan Dewsbury-Hall,11,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
243,George,Chelsea,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,7,3,8,8,2025-08-17T13:00:00Z,George,Tyrique George,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
244,Lavia,Chelsea,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,7,3,8,8,2025-08-17T13:00:00Z,Lavia,Roméo Lavia,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
245,Mudryk,Chelsea,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,7,3,8,8,2025-08-17T13:00:00Z,Mudryk,Mykhailo Mudryk,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
246,Andrey Santos,Chelsea,MID,1,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0.4,0.3,21.0,2.2,0,0,0,0,0,0.31,0.0,0.31,0.05,False,7,3,8,8,2025-08-17T13:00:00Z,Andrey Santos,Andrey Nascimento dos Santos,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
247,D.Essugo,Chelsea,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,7,3,8,8,2025-08-17T13:00:00Z,D.Essugo,Dário Luís Essugo,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
248,Paez,Chelsea,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,7,3,8,8,2025-08-17T13:00:00Z,Paez,Kendry Páez Andrade,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
249,João Pedro,Chelsea,FWD,1,72,2,0,0,1,0,0,0,0,0,0,0,0,3,0.0,5.1,16.0,1.9,0,1,0,1,1,0.28,0.02,0.3,0.6,False,7,4,8,8,2025-08-17T13:00:00Z,João Pedro,João Pedro Junqueira de Jesus,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
250,Delap,Chelsea,FWD,1,17,1,0,0,0,0,0,0,0,0,0,0,0,4,5.4,1.3,19.0,2.6,1,1,0,2,0,0.05,0.01,0.06,0.05,False,7,4,8,8,2025-08-17T13:00:00Z,Delap,Liam Delap,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
251,N.Jackson,Chelsea,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,7,4,8,8,2025-08-17T13:00:00Z,N.Jackson,Nicolas Jackson,8,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
252,Marc Guiu,Sunderland,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,17,4,5,19,2025-08-16T14:00:00Z,Marc Guiu,Marc Guiu Paz,19,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
253,Henderson,Crystal Palace,GK,1,90,6,0,0,1,0,0,0,0,0,0,2,0,27,22.4,10.0,0.0,3.2,2,5,0,0,1,0.0,0.0,0.0,1.6,False,8,1,8,7,2025-08-17T13:00:00Z,Henderson,Dean Henderson,7,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
